species_code,sci_name,order,family
y01052,Zoothera mollissima/salimalii/griseiceps,Passeriformes,Turdidae (Thrushes and Allies)
andsol2,Myadestes ralloides plumbeiceps,Passeriformes,Turdidae (Thrushes and Allies)
andsol4,Myadestes ralloides ralloides,Passeriformes,Turdidae (Thrushes and Allies)
sponit1,Catharus dryas dryas/ovandensis,Passeriformes,Turdidae (Thrushes and Allies)
sponit2,Catharus dryas maculatus/blakei,Passeriformes,Turdidae (Thrushes and Allies)
rubsol4,Cichlopsis leucogenys gularis,Passeriformes,Turdidae (Thrushes and Allies)
y01053,Turdus feae/obscurus,Passeriformes,Turdidae (Thrushes and Allies)
bkbthr4,Turdus ignobilis murinus,Passeriformes,Turdidae (Thrushes and Allies)
whnmyn3,Streptocitta albicollis albicollis,Passeriformes,Sturnidae (Starlings)
vibsta1,Acridotheres burmannicus burmannicus,Passeriformes,Sturnidae (Starlings)
bkwsta2,Acridotheres melanopterus melanopterus,Passeriformes,Sturnidae (Starlings)
bkwsta3,Acridotheres melanopterus tricolor,Passeriformes,Sturnidae (Starlings)
bkwsta4,Acridotheres melanopterus tertius,Passeriformes,Sturnidae (Starlings)
x00893,Acridotheres javanicus x grandis,Passeriformes,Sturnidae (Starlings)
y01054,Chloropsis sonnerati/cyanopogon,Passeriformes,Chloropseidae (Leafbirds)
buwlea1,Chloropsis cochinchinensis [moluccensis Group],Passeriformes,Chloropseidae (Leafbirds)
orblea2,Chloropsis hardwickii hardwickii/malayana,Passeriformes,Chloropseidae (Leafbirds)
orblea3,Chloropsis hardwickii lazulina/melliana,Passeriformes,Chloropseidae (Leafbirds)
flcflo2,Dicaeum anthonyi anthonyi,Passeriformes,Dicaeidae (Flowerpeckers)
fibflo1,Dicaeum ignipectus [ignipectus Group],Passeriformes,Dicaeidae (Flowerpeckers)
fibflo5,Dicaeum ignipectus beccarii,Passeriformes,Dicaeidae (Flowerpeckers)
blbflo3,Dicaeum sanguinolentum wilhelminae,Passeriformes,Dicaeidae (Flowerpeckers)
blbflo4,Dicaeum sanguinolentum hanieli,Passeriformes,Dicaeidae (Flowerpeckers)
mistle2,Dicaeum hirundinaceum keiense/fulgidum,Passeriformes,Dicaeidae (Flowerpeckers)
mistle4,Dicaeum hirundinaceum hirundinaceum,Passeriformes,Dicaeidae (Flowerpeckers)
miosun2,Cinnyris manoensis pintoi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
miosun3,Cinnyris manoensis manoensis/amicorum,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
beasun3,Cinnyris pulchellus melanogastrus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
madsun2,Cinnyris notatus moebii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
madsun3,Cinnyris notatus voeltzkowi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
fotsun2,Aethopyga christinae latouchii/sokolovi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
weywag15,Motacilla flava lutea,Passeriformes,Motacillidae (Wagtails and Pipits)
weywag16,Motacilla flava flava,Passeriformes,Motacillidae (Wagtails and Pipits)
weywag18,Motacilla flava iberiae,Passeriformes,Motacillidae (Wagtails and Pipits)
weywag21,Motacilla flava flava x flavissima,Passeriformes,Motacillidae (Wagtails and Pipits)
hyloci2,Hylocitrea bonensis bonthaina,Passeriformes,Hylocitreidae (Hylocitrea)
olcyel3,Geothlypis semiflava semiflava,Passeriformes,Parulidae (New World Warblers)
x00894,Setophaga castanea x striata,Passeriformes,Parulidae (New World Warblers)
citwar3,Myiothlypis luteoviridis striaticeps,Passeriformes,Parulidae (New World Warblers)
citwar4,Myiothlypis luteoviridis euophrys,Passeriformes,Parulidae (New World Warblers)
gofred2,Myioborus ornatus chrysops,Passeriformes,Parulidae (New World Warblers)
gofred3,Myioborus ornatus ornatus,Passeriformes,Parulidae (New World Warblers)
x00897,Paroaria gularis x baeri,Passeriformes,Thraupidae (Tanagers and Allies)
rinwaf1,Microspingus torquatus torquatus,Passeriformes,Thraupidae (Tanagers and Allies)
rinwaf2,Microspingus torquatus pectoralis,Passeriformes,Thraupidae (Tanagers and Allies)
scbmot1,Anisognathus igniventris [lunulatus Group],Passeriformes,Thraupidae (Tanagers and Allies)
scbmot2,Anisognathus igniventris igniventris,Passeriformes,Thraupidae (Tanagers and Allies)
buwmot2,Anisognathus somptuosus flavinucha,Passeriformes,Thraupidae (Tanagers and Allies)
baytan1,Pipraeidea bonariensis darwinii,Passeriformes,Thraupidae (Tanagers and Allies)
oretan3,Chlorochrysa calliparaea fulgentissima,Passeriformes,Thraupidae (Tanagers and Allies)
gontan2,Tangara ruficervix [ruficervix Group],Passeriformes,Thraupidae (Tanagers and Allies)
gontan3,Tangara ruficervix [fulvicervix Group],Passeriformes,Thraupidae (Tanagers and Allies)
bkhtan2,Tangara cyanoptera whitelyi,Passeriformes,Thraupidae (Tanagers and Allies)
babtan2,Tangara vassorii vassorii/branickii,Passeriformes,Thraupidae (Tanagers and Allies)
flftan2,Tangara parzudakii parzudakii/urubambae,Passeriformes,Thraupidae (Tanagers and Allies)
flftan3,Tangara parzudakii lunigera,Passeriformes,Thraupidae (Tanagers and Allies)
tangar2,Tangara sp.,Passeriformes,Thraupidae (Tanagers and Allies)
cincon3,Conirostrum cinereum cinereum/littorale,Passeriformes,Thraupidae (Tanagers and Allies)
gencaf1,Geospiza propinqua,Passeriformes,Thraupidae (Tanagers and Allies)
orbspa2,Arremon aurantiirostris [aurantiirostris Group],Passeriformes,Passerellidae (New World Buntings and Sparrows)
bkcspa1,Arremon abeillei abeillei,Passeriformes,Passerellidae (New World Buntings and Sparrows)
pecspa2,Arremon taciturnus axillaris,Passeriformes,Passerellidae (New World Buntings and Sparrows)
pecspa3,Arremon taciturnus taciturnus/nigrirostris,Passeriformes,Passerellidae (New World Buntings and Sparrows)
x00901,Phaenicophilus palmarum x poliocephalus,Passeriformes,Phaenicophilidae (Hispaniolan Tanagers)
robcha2,Granatellus pelzelni pelzelni,Passeriformes,Cardinalidae (Cardinals and Allies)
x00902,Passerina versicolor x ciris,Passeriformes,Cardinalidae (Cardinals and Allies)
ruboro2,Psarocolius angustifrons [angustifrons Group],Passeriformes,Icteridae (Troupials and Allies)
olioro3,Psarocolius bifasciatus bifasciatus,Passeriformes,Icteridae (Troupials and Allies)
x00903,Icterus bullockii x abeillei,Passeriformes,Icteridae (Troupials and Allies)
blucha2,Fringilla teydea teydea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
blucha3,Fringilla teydea polatzeki,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
anteup2,Euphonia musica musica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
anteup3,Euphonia musica sclateri,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
brnbul1,Pyrrhula nipalensis [nipalensis Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
brnbul2,Pyrrhula nipalensis waterstradti,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
reisee3,Crithagra reichardi striatipectus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
afrsee1,Crithagra sp.,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
y01057,Linaria flavirostris/cannabina,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
y01058,Loxia curvirostra/sinesciuris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
eurgol1,Carduelis carduelis [carduelis Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
eurgol2,Carduelis carduelis [caniceps Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
x00904,Loxia curvirostra x Spinus pinus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)"
rehwea2,Anaplectes rubriceps leuconotos,Passeriformes,Ploceidae (Weavers and Allies)
rehwea3,Anaplectes rubriceps jubaensis,Passeriformes,Ploceidae (Weavers and Allies)
katmaw1,Ploceus katangae upembae,Passeriformes,Ploceidae (Weavers and Allies)
recwid3,Euplectes ardens ardens,Passeriformes,Ploceidae (Weavers and Allies)
crifin2,Neochmia phaeton evangelinae,Passeriformes,Estrildidae (Waxbills and Allies)
x00906,Taeniopygia guttata x bichenovii,Passeriformes,Estrildidae (Waxbills and Allies)
paradi4,Vidua sp. (paradise-whydah sp.),Passeriformes,Viduidae (Indigobirds)
eurmag3,Pica pica mauritanica,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
blurot1,Monticola solitarius solitarius/longirostris,Passeriformes,Muscicapidae (Old World Flycatchers)
bkskit2,Elanus caeruleus caeruleus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)"
vargos2,Accipiter hiogaster sylvestris,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)"
y01024,Buteo buteo/rufinus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)"
woorai2,Nesoclopeus woodfordi tertius,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
y01027,Haematopus palliatus/bachmani,Charadriiformes,Haematopodidae (Oystercatchers)
rebdot2,Charadrius obscurus aquilonius,Charadriiformes,Charadriidae (Plovers and Lapwings)
thbplo3,Charadrius tricollaris bifrontatus,Charadriiformes,Charadriidae (Plovers and Lapwings)
eurcod2,Streptopelia decaocto xanthocycla,Columbiformes,Columbidae (Pigeons and Doves)
brogrd1,Alopecoenas beccarii beccarii,Columbiformes,Columbidae (Pigeons and Doves)
spipig4,Geophaps plumifera ferruginea,Columbiformes,Columbidae (Pigeons and Doves)
phepig3,Otidiphaps nobilis aruensis,Columbiformes,Columbidae (Pigeons and Doves)
soucrp1,Goura scheepmakeri sclaterii,Columbiformes,Columbidae (Pigeons and Doves)
afrgrp3,Treron calvus delalandii/granti,Columbiformes,Columbidae (Pigeons and Doves)
chbmal3,Phaenicophaeus curvirostris oeneicaudus,Cuculiformes,Cuculidae (Cuckoos)
hanboo1,Ninox squamipila hantu,Strigiformes,Strigidae (Owls)
solboo1,Ninox jacquinoti [jacquinoti Group],Strigiformes,Strigidae (Owls)
chiswi1,Collocalia natalis,Caprimulgiformes,Apodidae (Swifts)
ridswi1,Collocalia isonota,Caprimulgiformes,Apodidae (Swifts)
y01029,Schoutedenapus myoptilus/schoutedeni,Caprimulgiformes,Apodidae (Swifts)
gycher2,Phaethornis griseogularis griseogularis/zonura,Caprimulgiformes,Trochilidae (Hummingbirds)
webhum3,Schistes geoffroyi albogularis,Caprimulgiformes,Trochilidae (Hummingbirds)
fescoq2,Lophornis chalybeus verreauxii/klagesi,Caprimulgiformes,Trochilidae (Hummingbirds)
beamou3,Oreonympha nobilis nobilis,Caprimulgiformes,Trochilidae (Hummingbirds)
vitsta3,Coeligena violifer albicaudata,Caprimulgiformes,Trochilidae (Hummingbirds)
boorat1,Ocreatus underwoodii [underwoodii Group],Caprimulgiformes,Trochilidae (Hummingbirds)
bktbri1,Heliodoxa schreibersii schreibersii,Caprimulgiformes,Trochilidae (Hummingbirds)
braeme3,Chlorostilbon bracei elegans,Caprimulgiformes,Trochilidae (Hummingbirds)
y01032,Rhyticeros undulatus/subruficollis,Bucerotiformes,Bucerotidae (Hornbills)
bubkin1,Alcedo euryzona peninsulae,Coraciiformes,Alcedinidae (Kingfishers)
lickin2,Cittura cyanotis cyanotis,Coraciiformes,Alcedinidae (Kingfishers)
gnbkin1,Actenoides monachus monachus,Coraciiformes,Alcedinidae (Kingfishers)
scbkin1,Actenoides princeps princeps/erythrorhamphus,Coraciiformes,Alcedinidae (Kingfishers)
librol3,Coracias caudatus caudatus,Coraciiformes,Coraciidae (Rollers)
yebjac3,Galbula albirostris chalcocephala,Galbuliformes,Galbulidae (Jacamars)
nafbar3,Gymnobucco calvus vernayi,Piciformes,Lybiidae (African Barbets)
whebar3,Stactolaema leucotis leucotis/kilimensis,Piciformes,Lybiidae (African Barbets)
letbar2,Eubucco richardsoni richardsoni/nigriceps,Piciformes,Capitonidae (New World Barbets)
verbar3,Eubucco versicolor glaucogularis,Piciformes,Capitonidae (New World Barbets)
renara3,Pteroglossus bitorquatus bitorquatus/reichenowi,Piciformes,Ramphastidae (Toucans)
linwoo7,Dryocopus lineatus [lineatus Group],Piciformes,Picidae (Woodpeckers)
chtwoo2,Picus mentalis humii,Piciformes,Picidae (Woodpeckers)
burwoo3,Meiglyptes tristis tristis,Piciformes,Picidae (Woodpeckers)
gabwoo4,Hemicircus concretus concretus,Piciformes,Picidae (Woodpeckers)
doefip1,Cyclopsitta diophthalma [diophthalma Group],Psittaciformes,Psittaculidae (Old World Parrots)
larfip3,Psittaculirostris desmarestii cervicalis,Psittaciformes,Psittaculidae (Old World Parrots)
yaglor3,Trichoglossus flavoviridis flavoviridis,Psittaciformes,Psittaculidae (Old World Parrots)
meapar2,Amazona farinosa farinosa,Psittaciformes,Psittacidae (New World and African Parrots)
whbpar3,Pionites leucogaster xanthurus,Psittaciformes,Psittacidae (New World and African Parrots)
resmac1,Diopsittaca nobilis nobilis,Psittaciformes,Psittacidae (New World and African Parrots)
barbro2,Cymbirhynchus macrorhynchos affinis,Passeriformes,Eurylaimidae (Asian and Grauer's Broadbills)
sibbro3,Serilophus lunatus [lunatus Group],Passeriformes,Eurylaimidae (Asian and Grauer's Broadbills)
ivbpit3,Pitta maxima morotaiensis,Passeriformes,Pittidae (Pittas)
bkcant2,Sakesphorus canadensis [canadensis Group],Passeriformes,Thamnophilidae (Typical Antbirds)
tawant2,Grallaria quitensis alticola,Passeriformes,Grallariidae (Antpittas)
lotwoo3,Deconychura longicauda [typica Group],Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
webwoo2,Glyphorynchus spirurus [pectoralis Group],Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
webwoo5,Glyphorynchus spirurus [cuneatus Group],Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
plaxen2,Xenops minutus [mexicanus Group],Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
blacin2,Cinclodes antarcticus maculirostris,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
pabtre3,Cichlocolaptes leucophrus holti,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
butfog7,Automolus ochrolaemus ochrolaemus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
licspi3,Cranioleuca albiceps albiceps,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
graela3,Elaenia fallax fallax,Passeriformes,Tyrannidae (Tyrant Flycatchers)
higela3,Elaenia obscura sordida,Passeriformes,Tyrannidae (Tyrant Flycatchers)
olsfly2,Mionectes olivaceus olivaceus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
grepew2,Contopus pertinax minor,Passeriformes,Tyrannidae (Tyrant Flycatchers)
whwblt4,Knipolegus aterrimus heterogyna,Passeriformes,Tyrannidae (Tyrant Flycatchers)
bnbcht2,Ochthoeca fumicolor superciliosa,Passeriformes,Tyrannidae (Tyrant Flycatchers)
bkttit4,Tityra cayana braziliensis,Passeriformes,Tityridae (Tityras and Allies)
gycbec2,Pachyramphus major uropygialis,Passeriformes,Tityridae (Tityras and Allies)
dusmyz4,Myzomela obscura simplex/mortyana,Passeriformes,Meliphagidae (Honeyeaters)
alomyz1,Myzomela [undescribed Alor form],Passeriformes,Meliphagidae (Honeyeaters)
sulmyz3,Myzomela chloroptera batjanensis,Passeriformes,Meliphagidae (Honeyeaters)
wakmyz2,Myzomela wakoloensis elisabethae,Passeriformes,Meliphagidae (Honeyeaters)
recmyz3,Myzomela rosenbergii longirostris,Passeriformes,Meliphagidae (Honeyeaters)
melith1,Melithreptus sp.,Passeriformes,Meliphagidae (Honeyeaters)
fatger3,Gerygone flavolateralis citrina,Passeriformes,Acanthizidae (Thornbills and Allies)
cresat3,Cnemophilus macgregorii macgregorii,Passeriformes,Cnemophilidae (Satinbirds)
bawtri3,Lalage melanoleuca minor,Passeriformes,Campephagidae (Cuckooshrikes)
solcuc2,Edolisoma holopolium pygmaeum,Passeriformes,Campephagidae (Cuckooshrikes)
y01040,Lanius excubitor/meridionalis,Passeriformes,Laniidae (Shrikes)
scrgre2,Hylophilus flavipes viridiflavus/xuthus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)"
lecgre1,Hylophilus thoracicus griseiventris/aemulus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)"
slcshv2,Vireolanius leucotis [leucotis Group],Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)"
x00889,Vireo philadelphicus x olivaceus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)"
bacori3,Oriolus cruentus cruentus,Passeriformes,Oriolidae (Old World Orioles)
hacdro2,Dicrurus hottentottus [hottentottus Group],Passeriformes,Dicruridae (Drongos)
norfan12,Rhipidura rufiventris kordensis,Passeriformes,Rhipiduridae (Fantails)
rubfan3,Rhipidura teysmanni sulaensis,Passeriformes,Rhipiduridae (Fantails)
strfan2,Rhipidura verreauxi spilodera,Passeriformes,Rhipiduridae (Fantails)
bkcjay2,Cyanolyca armillata quindiuna,Passeriformes,"Corvidae (Crows, Jays, and Magpies)"
paradi2,Lycocorax pyrrhopterus pyrrhopterus/morotensis,Passeriformes,Paradisaeidae (Birds-of-Paradise)
grsbop1,Lophorina superba,Passeriformes,Paradisaeidae (Birds-of-Paradise)
lebfly4,Microeca flavigaster tormenti,Passeriformes,Petroicidae (Australasian Robins)
dunlar1,Eremalauda dunni dunni,Passeriformes,Alaudidae (Larks)
x00892,Petrochelidon pyrrhonota x fulva,Passeriformes,Hirundinidae (Swallows)
y01044,Sitta frontalis/solangiae,Passeriformes,Sittidae (Nuthatches)
muswre3,Cyphorhinus arada salvini,Passeriformes,Troglodytidae (Wrens)
muswre6,Cyphorhinus arada interpositus,Passeriformes,Troglodytidae (Wrens)
sttbul2,Pycnonotus finlaysoni davisoni,Passeriformes,Pycnonotidae (Bulbuls)
putbul2,Alophoixus pallidus griseiceps,Passeriformes,Pycnonotidae (Bulbuls)
ochbul3,Alophoixus ochraceus ruficrissus/fowleri,Passeriformes,Pycnonotidae (Bulbuls)
bfbwar3,Horornis fortipes robustipes,Passeriformes,Scotocercidae (Bush Warblers and Allies)
abbwar3,Horornis flavolivaceus intricatus/oblitus,Passeriformes,Scotocercidae (Bush Warblers and Allies)
sulwar3,Phylloscopus sarasinorum sarasinorum,Passeriformes,Phylloscopidae (Leaf Warblers)
rolwar1,Phylloscopus (undescribed Rote form),Passeriformes,Phylloscopidae (Leaf Warblers)
papyew2,Calamonastides gracilirostris bensoni,Passeriformes,Acrocephalidae (Reed Warblers and Allies)
y01047,Acrocephalus scirpaceus/baeticatus,Passeriformes,Acrocephalidae (Reed Warblers and Allies)
cbbwar2,Locustella castanea castanea,Passeriformes,Locustellidae (Grassbirds and Allies)
talgrw1,Locustella [undescribed form],Passeriformes,Locustellidae (Grassbirds and Allies)
bktpri1,Prinia atrogularis atrogularis,Passeriformes,Cisticolidae (Cisticolas and Allies)
yebpri3,Prinia flaviventris sonitans,Passeriformes,Cisticolidae (Cisticolas and Allies)
y01048,Sylvia minula/curruca,Passeriformes,Sylviidae (Sylviid Warblers)
subwar9,Sylvia cantillans cantillans/inornata,Passeriformes,Sylviidae (Sylviid Warblers)
gyctib3,Mixornis flavicollis prillwitzi,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
chwbab2,Cyanoderma erythropterum [erythropterum Group],Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
pabill3,Illadopsis rufipennis distans/pugensis,Passeriformes,Pellorneidae (Ground Babblers and Allies)
limwrb1,Turdinus crispifrons crispifrons/annamensis,Passeriformes,Pellorneidae (Ground Babblers and Allies)
bktlau1,Ianthocincla chinensis [chinensis Group],Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
spebar2,Actinodura ramsayi radcliffei/yunnanensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
asifab2,Irena puella tweeddalii,Passeriformes,Irenidae (Fairy-bluebirds)
orimar1,Copsychus saularis [saularis Group],Passeriformes,Muscicapidae (Old World Flycatchers)
pabfly3,Cyornis unicolor unicolor,Passeriformes,Muscicapidae (Old World Flycatchers)
merjuf1,Cyornis [undescribed Meratus form],Passeriformes,Muscicapidae (Old World Flycatchers)
gresho3,Heinrichia calligyna calligyna/picta,Passeriformes,Muscicapidae (Old World Flycatchers)
whbsho5,Brachypteryx montana sinensis,Passeriformes,Muscicapidae (Old World Flycatchers)
whbsho11,Brachypteryx montana floris,Passeriformes,Muscicapidae (Old World Flycatchers)
ryurob3,Larvivora komadori namiyei,Passeriformes,Muscicapidae (Old World Flycatchers)
whcfor5,Enicurus leschenaulti leschenaulti,Passeriformes,Muscicapidae (Old World Flycatchers)
whtrob5,Myiomela leucura cambodiana,Passeriformes,Muscicapidae (Old World Flycatchers)
rebwhe2,Oenanthe bottae bottae,Passeriformes,Muscicapidae (Old World Flycatchers)
orhthr3,Geokichla citrina cyanota,Passeriformes,Turdidae (Thrushes and Allies)
orhthr5,Geokichla citrina [aurimacula Group],Passeriformes,Turdidae (Thrushes and Allies)
